Student_ID,Gender,Age,Ethnicity,Parental_Level_of_Education,Lunch,Test_Preparation_Course,Math_Score,Reading_Score,Writing_Score
7418,Male,17,Group B,Associate's Degree,Standard,None,79,22,65
7419,Female,16,Group A,Master's Degree,Standard,Completed,99,5,17
7420,Female,17,Group B,Some High School,Standard,Completed,81,18,83
7421,Female,18,Group B,Bachelor's Degree,Standard,None,67,88,97
7422,Male,16,Group B,Some College,Standard,None,23,42,24
7423,Male,17,Group B,Some High School,Free/Reduced,None,16,79,67
7424,Male,17,Group B,High School,Free/Reduced,Completed,8,95,38
7425,Female,16,Group D,Master's Degree,Free/Reduced,Completed,7,74,85
7426,Female,18,Group B,High School,Standard,Completed,34,76,48
7427,Female,15,Group C,High School,Standard,None,6,92,73
7428,Male,15,Group D,High School,Standard,None,15,9,79
7429,Male,16,Group C,Bachelor's Degree,Standard,None,50,75,6
7430,Female,16,Group E,Bachelor's Degree,Free/Reduced,Completed,32,25,97
7431,Male,16,Group D,Bachelor's Degree,Free/Reduced,Completed,67,66,87
7432,Male,16,Group C,Associate's Degree,Free/Reduced,Completed,15,61,87
7433,Female,18,Group E,Some College,Standard,None,71,24,90
7434,Male,17,Group C,Master's Degree,Standard,Completed,67,26,71
7435,Female,17,Group B,Some College,Standard,Completed,94,58,51
7436,Male,18,Group A,Master's Degree,Standard,None,0,5,61
7437,Male,16,Group E,Some College,Standard,Completed,33,24,16
7438,Female,15,Group D,High School,Free/Reduced,Completed,80,38,25
7439,Female,16,Group A,High School,Standard,Completed,93,93,86
7440,Male,17,Group E,Associate's Degree,Standard,Completed,33,23,27
7441,Male,16,Group B,Master's Degree,Standard,None,82,37,9
7442,Male,17,Group B,Some College,Free/Reduced,None,22,39,7
7443,Male,16,Group D,Some High School,Free/Reduced,Completed,70,35,33
7444,Female,15,Group A,Master's Degree,Standard,None,60,57,85
7445,Male,17,Group A,Associate's Degree,Standard,Completed,63,36,33
7446,Female,16,Group C,Master's Degree,Free/Reduced,Completed,31,70,67
7447,Female,18,Group A,High School,Standard,Completed,66,77,15
7448,Male,16,Group E,Some High School,Standard,Completed,24,0,63
7449,Female,15,Group B,Some College,Free/Reduced,None,48,99,86
7450,Female,18,Group B,Some High School,Free/Reduced,Completed,91,34,59
7451,Female,15,Group C,Some College,Standard,Completed,97,63,80
7452,Female,16,Group E,Associate's Degree,Free/Reduced,Completed,24,55,31
7453,Female,18,Group A,Master's Degree,Free/Reduced,None,67,3,80
7454,Male,17,Group C,Some High School,Standard,None,82,56,52
7455,Female,18,Group D,Master's Degree,Standard,Completed,8,95,46
7456,Female,18,Group D,Some College,Standard,None,51,68,40
7457,Female,16,Group E,Bachelor's Degree,Free/Reduced,None,34,53,92
7458,Female,17,Group E,Bachelor's Degree,Free/Reduced,Completed,31,16,53
7459,Female,17,Group B,Associate's Degree,Standard,Completed,19,99,8
7460,Female,18,Group B,Master's Degree,Free/Reduced,None,86,28,77
7461,Female,18,Group C,Associate's Degree,Standard,Completed,8,40,17
7462,Female,18,Group C,Master's Degree,Standard,None,18,8,16
7463,Female,17,Group B,Some College,Standard,None,89,0,9
7464,Male,18,Group D,Associate's Degree,Standard,Completed,51,88,98
7465,Female,15,Group E,High School,Free/Reduced,None,79,60,67
7466,Male,16,Group A,Master's Degree,Standard,None,86,52,70
7467,Female,16,Group A,Some High School,Free/Reduced,None,37,41,17
7468,Female,16,Group B,High School,Free/Reduced,Completed,92,9,17
7469,Male,18,Group D,Master's Degree,Free/Reduced,Completed,21,99,2
7470,Male,16,Group B,High School,Free/Reduced,Completed,66,96,52
7471,Male,18,Group D,Master's Degree,Standard,Completed,73,77,27
7472,Male,16,Group C,Master's Degree,Free/Reduced,Completed,82,9,96
7473,Male,17,Group A,Some College,Standard,Completed,85,100,10
7474,Female,18,Group D,Associate's Degree,Free/Reduced,None,85,60,67
7475,Male,18,Group D,Master's Degree,Standard,Completed,93,80,93
7476,Male,16,Group C,High School,Free/Reduced,Completed,39,4,50
7477,Female,17,Group C,Some College,Standard,None,52,88,36
7478,Female,17,Group E,Some College,Standard,None,38,71,15
7479,Female,15,Group E,High School,Standard,None,20,99,61
7480,Male,16,Group D,Master's Degree,Free/Reduced,Completed,2,45,49
7481,Female,15,Group B,Some College,Standard,None,31,11,8
7482,Male,17,Group A,High School,Free/Reduced,None,53,61,81
7483,Female,18,Group A,Some High School,Free/Reduced,None,96,88,80
7484,Female,17,Group E,Bachelor's Degree,Free/Reduced,None,91,30,80
7485,Male,16,Group C,Master's Degree,Free/Reduced,None,16,84,91
7486,Female,15,Group A,High School,Standard,None,47,21,28
7487,Male,18,Group D,Associate's Degree,Free/Reduced,None,92,68,3
7488,Female,17,Group E,Associate's Degree,Standard,Completed,92,75,19
7489,Male,18,Group E,High School,Free/Reduced,Completed,67,44,24
7490,Female,18,Group E,Associate's Degree,Standard,None,55,10,52
7491,Female,18,Group E,High School,Free/Reduced,None,27,34,33
7492,Female,18,Group D,Some College,Standard,Completed,13,45,97
7493,Female,18,Group A,Some High School,Standard,None,39,49,14
7494,Female,17,Group A,High School,Standard,None,99,24,88
7495,Female,18,Group E,High School,Free/Reduced,Completed,32,32,80
7496,Female,17,Group A,Bachelor's Degree,Standard,Completed,10,4,55
7497,Male,17,Group D,Bachelor's Degree,Free/Reduced,Completed,59,77,77
7498,Female,18,Group A,Bachelor's Degree,Standard,None,5,9,30
7499,Female,15,Group D,Bachelor's Degree,Standard,Completed,49,71,54
7500,Male,16,Group A,Bachelor's Degree,Standard,None,37,45,64
7501,Female,18,Group C,Master's Degree,Free/Reduced,Completed,80,65,24
7502,Male,16,Group C,High School,Standard,Completed,49,0,40
7503,Female,17,Group C,Master's Degree,Free/Reduced,None,20,44,80
7504,Male,15,Group C,Some College,Free/Reduced,None,45,44,78
7505,Female,17,Group A,Some High School,Free/Reduced,None,96,69,75
7506,Male,15,Group D,Some College,Free/Reduced,Completed,47,94,8
7507,Female,17,Group D,Bachelor's Degree,Standard,Completed,96,10,52
7508,Female,15,Group D,Some College,Standard,Completed,37,93,59
7509,Male,17,Group B,High School,Free/Reduced,None,5,94,55
7510,Female,16,Group D,Master's Degree,Free/Reduced,None,23,12,35
7511,Female,15,Group B,Some College,Free/Reduced,None,51,41,1
7512,Male,15,Group D,Associate's Degree,Standard,None,100,57,31
7513,Female,15,Group B,Bachelor's Degree,Standard,Completed,29,33,18
7514,Male,17,Group E,Some High School,Free/Reduced,Completed,92,34,28
7515,Female,15,Group D,Master's Degree,Standard,None,86,91,100
7516,Female,16,Group D,Some High School,Free/Reduced,None,47,79,73
7517,Female,17,Group E,Bachelor's Degree,Free/Reduced,Completed,43,50,85
7518,Male,16,Group E,High School,Standard,None,69,85,8
7519,Female,17,Group D,Some College,Standard,Completed,87,46,91
7520,Male,17,Group D,Master's Degree,Free/Reduced,None,23,31,73
7521,Male,17,Group C,Bachelor's Degree,Standard,None,37,77,93
7522,Female,17,Group C,Some High School,Standard,Completed,24,85,29
7523,Female,16,Group E,Some College,Free/Reduced,Completed,93,14,84
7524,Male,16,Group A,High School,Standard,None,2,50,22
7525,Male,17,Group C,Some College,Standard,None,85,6,43
7526,Female,15,Group A,Some High School,Free/Reduced,Completed,10,82,17
7527,Female,17,Group D,Some College,Free/Reduced,None,60,62,100
7528,Male,17,Group A,Some College,Standard,None,48,60,68
7529,Male,17,Group D,Master's Degree,Standard,Completed,39,0,19
7530,Female,18,Group E,Some College,Free/Reduced,None,52,6,81
7531,Female,18,Group C,Master's Degree,Standard,Completed,35,36,51
7532,Female,15,Group C,High School,Standard,Completed,37,1,58
7533,Female,18,Group A,Some High School,Standard,None,65,75,13
7534,Male,16,Group C,Some College,Standard,None,73,31,22
7535,Female,18,Group C,Associate's Degree,Free/Reduced,None,67,1,48
7536,Male,16,Group A,Bachelor's Degree,Free/Reduced,Completed,64,91,77
7537,Male,16,Group C,Some College,Standard,Completed,2,39,30
7538,Male,16,Group A,Associate's Degree,Free/Reduced,None,98,40,59
7539,Female,18,Group A,Master's Degree,Free/Reduced,None,28,39,74
7540,Male,16,Group C,Master's Degree,Free/Reduced,Completed,93,15,33
7541,Male,18,Group E,Master's Degree,Standard,None,13,69,77
7542,Female,18,Group E,Associate's Degree,Standard,None,47,35,79
7543,Male,17,Group C,Bachelor's Degree,Free/Reduced,None,30,2,72
7544,Female,15,Group B,Master's Degree,Standard,Completed,71,97,41
7545,Female,17,Group A,Some College,Free/Reduced,None,89,31,21
7546,Male,16,Group B,Some College,Standard,Completed,64,77,23
7547,Male,18,Group B,Some High School,Standard,None,66,100,40
7548,Male,18,Group E,Master's Degree,Free/Reduced,None,22,91,23
7549,Male,16,Group E,Some College,Free/Reduced,Completed,35,69,78
7550,Male,18,Group D,Associate's Degree,Standard,Completed,42,19,53
7551,Male,18,Group D,Associate's Degree,Standard,Completed,92,22,97
7552,Female,15,Group A,High School,Free/Reduced,Completed,17,10,32
7553,Female,17,Group E,Some High School,Free/Reduced,Completed,59,69,33
7554,Male,16,Group B,Associate's Degree,Free/Reduced,Completed,78,3,38
7555,Male,16,Group D,Bachelor's Degree,Standard,Completed,89,87,87
7556,Male,17,Group B,Some High School,Standard,Completed,7,26,66
7557,Female,15,Group B,Some High School,Free/Reduced,Completed,86,75,35
7558,Female,18,Group A,High School,Free/Reduced,None,88,48,97
7559,Female,17,Group E,Some College,Free/Reduced,None,43,50,31
7560,Male,17,Group C,Some High School,Free/Reduced,None,4,98,95
7561,Female,16,Group D,Bachelor's Degree,Free/Reduced,None,37,20,80
7562,Female,18,Group B,Bachelor's Degree,Standard,None,87,98,54
7563,Female,18,Group D,Some College,Free/Reduced,None,81,94,98
7564,Male,18,Group C,High School,Free/Reduced,None,7,93,90
7565,Female,17,Group D,Master's Degree,Standard,None,37,5,93
7566,Female,17,Group A,High School,Standard,None,30,30,69
7567,Male,15,Group E,Some College,Free/Reduced,None,26,65,55
7568,Female,15,Group D,Some College,Free/Reduced,None,27,47,64
7569,Male,16,Group B,Master's Degree,Standard,None,26,69,14
7570,Female,16,Group B,Associate's Degree,Standard,Completed,97,70,14
7571,Female,17,Group B,Some High School,Standard,None,45,51,9
7572,Female,18,Group D,Some High School,Standard,Completed,24,87,39
7573,Female,18,Group C,Some College,Free/Reduced,None,67,35,100
7574,Female,16,Group D,Some High School,Standard,Completed,32,80,28
7575,Female,18,Group B,Master's Degree,Free/Reduced,None,75,88,28
7576,Male,15,Group B,Associate's Degree,Standard,Completed,40,95,5
7577,Male,18,Group D,Bachelor's Degree,Standard,None,90,2,54
7578,Female,16,Group D,Associate's Degree,Standard,Completed,15,84,32
7579,Male,18,Group E,High School,Free/Reduced,Completed,50,56,3
7580,Female,15,Group B,Associate's Degree,Standard,Completed,93,68,77
7581,Female,17,Group E,High School,Free/Reduced,Completed,28,69,90
7582,Female,18,Group A,Bachelor's Degree,Standard,None,18,1,66
7583,Female,17,Group A,Some College,Standard,Completed,13,19,3
7584,Male,15,Group B,High School,Free/Reduced,Completed,11,50,41
7585,Female,16,Group B,Master's Degree,Standard,None,12,41,71
7586,Male,15,Group C,Master's Degree,Free/Reduced,Completed,91,20,63
7587,Male,16,Group C,Bachelor's Degree,Standard,Completed,76,77,61
7588,Male,15,Group A,Master's Degree,Free/Reduced,Completed,58,89,10
7589,Male,18,Group B,Master's Degree,Free/Reduced,None,67,43,42
7590,Male,15,Group A,Some College,Free/Reduced,None,59,11,40
7591,Male,16,Group E,Master's Degree,Free/Reduced,None,92,48,89
7592,Female,16,Group B,Some College,Standard,Completed,100,36,44
7593,Male,15,Group C,Bachelor's Degree,Free/Reduced,Completed,15,88,76
7594,Female,18,Group D,Bachelor's Degree,Standard,Completed,69,55,86
7595,Female,17,Group D,Some High School,Standard,Completed,6,90,84
7596,Female,16,Group D,Master's Degree,Standard,None,77,76,100
7597,Male,16,Group E,Master's Degree,Standard,Completed,25,26,88
7598,Male,17,Group E,Some High School,Standard,None,30,26,7
7599,Male,15,Group B,Some College,Free/Reduced,Completed,75,92,98
7600,Male,18,Group D,Master's Degree,Free/Reduced,None,11,30,81
7601,Female,15,Group E,Some College,Standard,Completed,80,43,49
7602,Male,17,Group B,Bachelor's Degree,Standard,Completed,86,92,89
7603,Female,15,Group C,Associate's Degree,Standard,Completed,25,53,21
7604,Female,16,Group A,Associate's Degree,Free/Reduced,Completed,63,16,99
7605,Male,17,Group C,Associate's Degree,Free/Reduced,Completed,27,25,61
7606,Male,18,Group E,Some College,Free/Reduced,Completed,17,7,67
7607,Male,18,Group C,Associate's Degree,Free/Reduced,Completed,51,24,61
7608,Male,16,Group D,High School,Standard,Completed,82,77,78
7609,Male,15,Group E,Associate's Degree,Free/Reduced,None,41,59,6
7610,Male,16,Group C,Master's Degree,Standard,None,28,38,21
7611,Female,18,Group B,High School,Standard,None,5,33,45
7612,Male,18,Group E,Master's Degree,Standard,None,52,2,73
7613,Male,15,Group C,Some College,Free/Reduced,Completed,4,64,12
7614,Male,18,Group B,Associate's Degree,Free/Reduced,Completed,92,64,88
7615,Female,16,Group A,Some High School,Free/Reduced,None,9,6,19
7616,Female,16,Group C,High School,Free/Reduced,None,10,97,2
7617,Male,16,Group B,Bachelor's Degree,Free/Reduced,None,96,98,91
7618,Male,17,Group D,Some High School,Free/Reduced,None,78,55,93
7619,Male,18,Group B,Associate's Degree,Free/Reduced,None,97,62,34
7620,Male,18,Group C,High School,Free/Reduced,None,64,5,49
7621,Female,16,Group E,Bachelor's Degree,Standard,Completed,63,64,30
7622,Male,17,Group A,High School,Standard,None,97,92,59
7623,Male,16,Group B,Master's Degree,Standard,Completed,41,77,21
7624,Female,18,Group D,Some High School,Free/Reduced,Completed,49,71,14
7625,Male,17,Group A,Some High School,Standard,Completed,12,61,52
7626,Female,16,Group B,Master's Degree,Standard,Completed,59,5,22
7627,Male,15,Group A,Associate's Degree,Free/Reduced,None,64,76,92
7628,Male,16,Group C,High School,Free/Reduced,Completed,52,21,50
7629,Female,18,Group C,Some High School,Standard,Completed,99,5,50
7630,Male,15,Group D,Master's Degree,Free/Reduced,Completed,70,86,92
7631,Female,18,Group A,Some High School,Free/Reduced,None,92,91,2
7632,Female,16,Group C,High School,Free/Reduced,None,67,15,27
7633,Female,17,Group D,Some College,Free/Reduced,Completed,1,76,18
7634,Male,18,Group C,High School,Free/Reduced,None,1,89,24
7635,Male,18,Group A,Associate's Degree,Standard,Completed,23,78,41
7636,Male,18,Group E,High School,Free/Reduced,Completed,26,11,65
7637,Female,15,Group A,High School,Standard,None,3,69,38
7638,Female,15,Group D,Associate's Degree,Standard,None,3,92,9
7639,Male,17,Group B,Some High School,Free/Reduced,None,75,88,68
7640,Male,18,Group A,Some High School,Free/Reduced,None,13,80,0
7641,Male,17,Group E,Some College,Free/Reduced,Completed,42,36,22
7642,Female,17,Group B,Bachelor's Degree,Free/Reduced,None,99,28,79
7643,Male,18,Group B,Master's Degree,Standard,None,53,10,40
7644,Female,16,Group A,High School,Standard,None,14,11,44
7645,Male,18,Group E,Some High School,Free/Reduced,None,70,25,84
7646,Male,16,Group D,Some College,Free/Reduced,Completed,16,87,79
7647,Male,16,Group C,Bachelor's Degree,Free/Reduced,Completed,76,18,75
7648,Female,18,Group E,Bachelor's Degree,Standard,Completed,67,49,72
7649,Male,18,Group B,High School,Free/Reduced,Completed,1,48,62
7650,Female,18,Group A,High School,Standard,None,31,12,59
7651,Male,16,Group E,High School,Free/Reduced,None,88,12,98
7652,Female,15,Group D,Associate's Degree,Standard,Completed,48,42,29
7653,Male,18,Group D,Some College,Standard,Completed,42,68,92
7654,Male,15,Group C,Master's Degree,Standard,Completed,60,35,58
7655,Male,16,Group D,Some High School,Free/Reduced,None,81,70,73
7656,Male,16,Group C,Some College,Free/Reduced,Completed,89,43,25
7657,Female,17,Group C,Some High School,Standard,Completed,63,71,77
7658,Female,17,Group A,Associate's Degree,Free/Reduced,None,33,6,45
7659,Male,15,Group C,Bachelor's Degree,Free/Reduced,None,93,43,62
7660,Male,16,Group C,High School,Standard,None,36,20,74
7661,Female,18,Group D,Some High School,Free/Reduced,Completed,76,51,40
7662,Male,18,Group A,Associate's Degree,Free/Reduced,None,15,30,97
7663,Female,15,Group B,High School,Free/Reduced,None,92,23,44
7664,Male,17,Group C,Bachelor's Degree,Standard,None,53,84,8
7665,Female,15,Group B,Bachelor's Degree,Standard,Completed,0,15,72
7666,Female,15,Group B,High School,Free/Reduced,Completed,79,14,82
7667,Male,17,Group A,Bachelor's Degree,Free/Reduced,None,87,76,18
7668,Male,18,Group C,Associate's Degree,Free/Reduced,Completed,27,83,32
7669,Male,18,Group C,Master's Degree,Standard,Completed,50,51,92
7670,Female,16,Group C,Master's Degree,Standard,None,47,4,57
7671,Male,17,Group A,Some College,Free/Reduced,Completed,78,37,34
7672,Male,16,Group A,Associate's Degree,Free/Reduced,None,44,58,87
7673,Female,15,Group D,Some College,Free/Reduced,Completed,17,87,10
7674,Male,18,Group D,High School,Free/Reduced,None,7,86,9
7675,Male,15,Group E,Master's Degree,Standard,None,9,20,8
7676,Female,15,Group E,Master's Degree,Free/Reduced,Completed,39,18,61
7677,Male,18,Group E,High School,Standard,Completed,77,2,86
7678,Female,18,Group A,High School,Free/Reduced,Completed,9,40,27
7679,Female,17,Group A,Associate's Degree,Standard,Completed,15,28,50
7680,Female,18,Group B,High School,Free/Reduced,Completed,67,76,58
